"Part Nbr","Description","Inv Type","Sales Code","Lead Code","Engr Status","Whse Location","Qty On Hand","UOM","List Price","Acctg Cost"
"201-0292","#16 WELD ON CLEAR PLASTIC CEMENT","FADHES","","P","A","","0","OZ","0.52322","0.31710"
"201-0294","#58 WELD ON PLASTIC CEMENT","FADHES","","P","A","20","35","OZ","1.23361","0.70492"
"201-0300","ROOF CEMENT","FADHES","","P","A","","0","EA","5.66000","5.23000"
"201-0310","BLACK SILICONE","FADHES","","P","A","","0","TUBE","5.76000","3.29000"
"201-0320","DARK BRONZE SILICONE","FADHES","","P","A","","0","TUBE","10.50000","6.00000"
"201-0330","SCS1001 GE CLEAR SILICONE","FADHES","","P","A","","-2","TUBE","8.22000","2.98080"
"201-0335","CRL 33S Clear Silicone Sealant","FADHES","","P","A","","0","TUBE","5.99305","3.42460"
"201-0340","81911 CLEAR SILICONE","FADHES","","P","A","","-119","TUBE","8.66000","3.79830"
"201-0350","SCS1202 GE WHITE SILICONE","FADHES","","P","A","","1","TUBE","7.89000","3.61540"
"202-0100","3"" ALUMINUM GUSSETS","FALEXT","","M","A","","-67","EA","3.61883","2.06790"
"202-0110","BOLT TOGETHER ANGLES","FALEXT","","P","A","","0","EA","3.50000","2.00000"
"202-0120","AWNING TRIM CAP ABC 90'rl","FAWN","","P","A","","0","FT","0.72000","0.40290"
"202-0130","COLORED AWNING TRIM CAP - 90'/RL","FAWN","","P","A","","0","FT","1.27000","0.72630"
"202-0140","TYPE II BACK ADAPTER - 26'","FALEXT","","P","A","","52","FT","1.31250","0.69000"
"202-0150","BLEED TRIM ABC Extr.- 26'","FALEXT","","P","A","","52","FT","2.03000","1.04000"
"202-0160","ABC CONE CUPS","FALEXT","","P","A","","0","EA","2.45000","1.40000"
"202-0170","ZERO CLEARANCE CORNER BRACKETS","FALEXT","","P","A","","0","EA","2.19000","1.25000"
"202-0180","1-1/2"" SMALL DIVIDER BAR - 26'","FALEXT","","P","A","","-4","FT","2.73000","1.56000"
"202-0185","1-1/2"" CONVENTIONAL DIVIDER BAR - 26'","FALEXT","","P","A","","795","LF","3.95500","2.26000"
"202-0190","1-3/4"" SMALL DIVIDER BAR - 26'","FALEXT","","P","A","","156","FT","4.91750","2.81000"
"202-0200","2-1/2"" MEDIUM DIVIDER BAR - 26'","FALEXT","","P","A","","0","FT","6.75500","3.47000"
"202-0210","3""(LARGE) DIVIDER BAR ABC- 26'","FALEXT","","P","A","","0","FT","7.85750","4.04000"
"202-0220","ABC FLEXIBLE FACE TENSIONERS - 500/BOX","FALEXT","","P","A","","3,714","EA","2.24000","1.28000"
"202-0230","WIDE/RETRO BLEED FRAME - 26'","FALEXT","","P","A","","0","FT","12.11000","6.22000"
"202-0240","DOUBLE-HINGE FRAME ABC- 26'","FALEXT","","P","A","","0","FT","8.90750","4.57000"
"202-0250","TYPE IV END FRAME ABC- 26'","FALEXT","","P","A","","16","FT","4.44500","2.31000"
"202-0260","E-Z FRAME CORNER KEYS","FALEXT","","P","A","","0","EA","0.43750","0.25000"
"202-0270","LARGE ""A"" BLEEDFRAME ABC- 26'","FALEXT","","P","A","","26","FT","22.76750","11.70000"
"202-0280","RETRO FRAME - 26'","FALEXT","","P","A","","0","FT","10.36000","5.33000"
"202-0290","RETRO FRAME STRUT BRACKETS","FALEXT","","P","A","","0","EA","3.06250","1.75000"
"202-0300","SINGLE-HINGE FRAME ABC- 26'","FALEXT","","P","A","","0","FT","7.03500","3.61000"
"202-0310","SMALL ""A"" BLEEDFACE FRAME ABC- 26'","FALEXT","","P","A","","0","FT","16.94000","8.75000"
"202-0320","SMALL E-Z END FRAME ANODIZED - 26'","FALEXT","","P","A","","0","FT","6.70250","3.52000"
"202-0330","SMALL E-Z UNIT FRAME ANODIZED - 26'","FALEXT","","P","A","","0","FT","10.53500","5.52000"
"202-0340","THRIF-T FRAME","FALEXT","","P","A","","132","FT","9.01250","5.15000"
"202-0350","12"" CONVENTIONAL FRAME - 26'","FALEXT","","P","A","","169","FT","18.74250","10.71000"
"202-0360","TYPE I FRAME (10)- 26'","FALEXT","","P","A","","754","FT","12.51250","7.15000"
"202-0370","TYPE II FRAME - 26'","FALEXT","","P","A","","390","FT","11.44500","6.54000"
"202-0380","TYPE I WIDE FAB FRAME (EI) - 26'","FALEXT","","P","A","","268","FT","5.61750","3.21000"
"202-0385","Type III End Frame - 26'","FALEXT","","P","A","","104","FT","8.69750","4.97000"
"202-0386","Type III lifts","FALEXT","","M","A","","0","EA","0.00000","0.47000"
"202-0387","Type III Unit Frame - 26'","FALEXT","","P","A","","116","FT","11.16500","6.38000"
"202-0390","TYPE IV UNIT FRAME - 26'","FALEXT","","P","A","","136","FT","7.94500","4.54000"
"202-0400","WIDE FAB FRAME - ABC 0550-W/F - 26'","FALEXT","","P","A","","0","FT","9.66000","4.96000"
"202-0410","ZERO-CLEARANCE CARRIER FRAME - 26'","FALEXT","","P","A","","0","FT","4.02500","2.30000"
"202-0420","1/8"" X 1/2"" X 50' GASKET TAPE","FALEXT","","P","A","","2,767","FT","1.62750","0.14377"
"202-0425","1/8"" X 1 1/2""  GASKET TAPE","FALEXT","","P","A","","1,150","FT","0.45500","0.26000"
"202-0430","GOODYEAR Z-BRACKETS","FALEXT","","P","A","","0","EA","6.91250","3.95000"
"202-0431","LARGE ""A"" Z-BRACKET","FALEXT","","P","A","","110","EA","6.91250","3.95000"
"202-0435","Z Bracket Gusset","FALEXT","BLDG","M","A","","0","EA","0.88501","0.50572"
"202-0440","HANGER BAR ABC- 16'","FALEXT","","P","A","","-20","FT","2.97500","1.70000"
"202-0450","F-HINGE ABC- 26'","FALEXT","","P","A","","0","FT","4.58500","2.35000"
"202-0460","PNEUMATIC HINGE PROP CYL","FALEXT","","P","A","","0","EA","26.25000","15.00000"
"202-0470","INSIDE HINGE - 26'","FALEXT","","P","A","","0","FT","3.19000","1.82000"
"202-0480","R-HINGE ABC 26'","FALEXT","","P","A","","0","FT","4.95250","2.54000"
"202-0490","KEYED BARREL CAM LOCKS/ABC","FALEXT","","P","A","","0","EA","16.18750","9.25000"
"202-0500","8"" ANGLE IRON BRACKETS - LAF IRONS","FALEXT","","M","A","","6","EA","9.68991","5.53709"
"202-0510","LARGE ""A"" FLEXFRAME - 26'","FALEXT","","P","A","","1,976","FT","21.77000","12.44000"
"202-0520","8"" RADIUS CORNER KIT LARGE ""A""","FALEXT","","P","A","","0","EA","57.47000","32.84000"
"202-0530","LARGE ""A"" BACK ADAPTER - 26'","FALEXT","","P","A","","156","FT","2.71250","1.40000"
"202-0540","C-COVER CORNER FLASHING - L/A SCABS","FALEXT","","M","A","","49","EA","2.05000","1.17000"
"202-0550","LARGE ""A"" HANGER BAR - 16'","FALEXT","","P","A","","0","FT","2.59000","1.48000"
"202-0560","LARGE ""A"" SPREADER BARS (Frame Support)","FALEXT","","M","A","","-246","EA","2.77751","1.58715"
"202-0570","LG ""A"" BLEEDFRAME COVER ABC 26'","FALEXT","","P","A","","26","FT","9.74750","5.01000"
"202-0580","LARGE ""A"" C-COVER ABC- 26'","FALEXT","","P","A","","2,263","FT","9.52000","5.30000"
"202-0590","12"" CONVENTIONAL - RADIUS CORNER","FALEXT","","P","A","","0","EA","61.25000","35.00000"
"202-0600","8"" RADIUS CORNER KIT - RIGID ACCESS","FALEXT","","P","A","","0","EA","52.50000","30.00000"
"202-0610","2-1/2"" FLAT RETAINER ABC- 26'","FALEXT","","P","A","","3,575","FT","3.92000","2.24000"
"202-0620","TYPE III FLAT RETAINER ABC","FALEXT","","P","A","20","606","FT","1.85500","1.00000"
"202-0630","F-MOLDING RETAINER - 26'","FALEXT","","P","A","","0","FT","2.94000","1.68000"
"202-0640","RADIUS RETAINER ABC- 26'","FALEXT","","P","A","","0","FT","2.04750","1.06000"
"202-0650","SMALL E-Z RETAINER ANODIZED - 26'","FALEXT","","P","A","","0","FT","2.10000","1.11000"
"202-0660","2-1/2"" BEVELED RETAINER - 26'","FALEXT","","P","A","","0","FT","3.48250","1.80000"
"202-0670","3"" BEVELED RETAINER - 26'","FALEXT","","P","A","","0","FT","4.35750","2.27000"
"202-0680","2 TYPE I FLAT RETAINER - 26'","FALEXT","","P","A","","1,136","LF","2.76500","1.58000"
"202-0690","2 LG E-Z RETAINER - 26'","FALEXT","","P","A","","390","LF","3.51750","2.01000"
"202-0700","TYPE II BEVELED RETAINER ABC- 26'","FALEXT","","P","A","","0","LF","1.69750","0.88000"
"202-0710","TYPE IV RETAINER - 26'","FALEXT","","P","A","","262","LF","1.24250","0.71000"
"202-0720",".063 CORNER CAPS FOR SIGNS","FALEXT","","P","A","","0","EA","5.75750","3.29000"
"202-0730","REVEAL TRIM ABC- 26'","FALEXT","","P","A","","0","FT","2.34500","1.21000"
"202-0740","BLEEDFACE SADDLE ABC- 26'","FALEXT","","P","A","","0","FT","5.18000","2.67000"
"202-0750","F-SADDLE ABC- 26'","FALEXT","","P","A","","0","FT","4.51500","2.32000"
"202-0760","3-1/2"" ANGLE IRON BRACKETS - SAF IRONS","FSTANG","","M","A","","0","EA","0.54000","0.27000"
"202-0770","INSIDE SADDLE - 26'","FALEXT","","P","O","","0","FT","3.12000","1.78000"
"202-0780","R-SADDLE ABC- 26'","FALEXT","","P","A","","0","FT","4.90000","2.52000"
"202-0790","RETRO SADDLE - 26'","FALEXT","","P","A","","0","SF","5.07500","2.88000"
"202-0800","OUTSIDE R-SADDLE - 26'","FALEXT","","P","A","","0","FT","5.60000","2.87000"
"202-0810","ZERO-CLEARANCE SADDLE - 26'","FALEXT","","P","A","","0","FT","5.75750","3.29000"
"202-0820","SMALL ""A"" FLEX COVER ABC- 26'","FALEXT","","P","A","","52","FT","4.39250","2.51000"
"202-0830","SMALL ""A"" FLEX FRAME ABC- 26'","FALEXT","","P","A","","82","FT","17.99000","10.28000"
"202-0840","SMALL ""A"" HAND HOLE COVERS","FALEXT","","P","A","","0","EA","0.62000","0.35000"
"202-0850","SMALL ""A"" SCABS","FALEXT","","P","A","","0","EA","0.77000","0.44000"
"202-0860","SMALL ""A"" SPREADER BARS","FALEXT","","M","A","","0","EA","0.39000","0.22000"
"202-0861","Post & Panel Retainer","FALEXT","","P","A","","26","EA","0.84000","0.48000"
"202-0862","Post & Panel closure - 25' pieces","FALEXT","","P","A","","0","LF","1.41750","0.81000"
"202-0863","Corner keys post & panel","FALEXT","","P","A","","0","EA","0.42000","0.24000"
"202-0864","3 1/4"" half round post - 25' pieces","FALEXT","","P","A","","25","LF","7.85750","4.49000"
"202-0865","5"" Half Round Post ABC part #1004-RDP","FALEXT","","P","A","","8","LF","11.32250","6.47000"
"202-0866","1"" Reveal - Post & Panel ABC part #1040-R1","FALEXT","","P","A","","28","LF","3.93750","2.25000"
"202-0867","Post & Panel Mono Frame - 25' pieces","FALEXT","","P","A","","75","LF","6.31750","3.61000"
"202-0868","Post & Panel end frame - 25' pieces","FALEXT","","P","A","","50","LF","4.56750","2.61000"
"202-0869","3 1/4"" Post Caps","FALEXT","","P","A","","0","EA","3.93750","2.25000"
"202-0870","SMALL BALLAST WIREWAY BASE ABC- 26'","FALEXT","","P","A","","104","FT","3.65750","2.09000"
"202-0871","3 1/4"" Rectangle Post","FALEXT","","P","A","20","0","FT","14.01750","8.01000"
"202-0872","1/2"" post & panel reveal","FALEXT","","P","A","20","0","FT","3.20250","1.83000"
"202-0875","Intermediate Wireway Extrusion","FALEXT","","P","A","","156","LF","4.32250","1.43000"
"202-0880","SMALL BALLAST WIREWAY COVER - 26'","FALEXT","","P","A","","0","FT","2.71250","1.55000"
"202-0885","Intermediate Wireway Extrusion Cover","FALEXT","","P","A","","156","LF","1.73250","0.99000"
"202-0890","SMALL BLEEDCOVER ABC- 26'","FALEXT","","P","A","","0","FT","6.05500","3.11000"
"202-0900","SMALL FLEX JOINT II - 26'","FALEXT","","P","A","","0","FT","10.67500","6.10000"
"202-0910","SMALL SQUARE EDGE FRAME - 26'","FALEXT","","P","A","","0","FT","4.00750","2.10000"
"202-0920","LARGE BLEED TRIM ABC- 26'","FALEXT","","P","A","","52","FT","1.89000","0.98000"
"202-0930","SMALL BLEED FACE TRIM ABC- 26'","FALEXT","","P","A","","0","FT","1.47000","0.76000"
"202-0940","1-1/2"" H Bar-13'","FALEXT","","P","A","","-3","FT","3.39500","1.44000"
"202-0941","1 3/8"" H-style Divider Bar","FALEXT","","P","A","","348","FT","5.26750","3.01000"
"202-0945","H-MOLDING","FALEXT","","P","A","","0","FT","2.52000","1.44000"
"202-0950","3"" CORNER BRACE","FALEXT","","P","A","","0","EA","2.02000","1.15000"
"202-0960","3/8"" SOFT ALUMINUM SMALL F-CLIP - 12'","FALEXT","","P","A","","0","FT","1.37000","0.78030"
"202-0970","1-1/2"" F-MOLDING ABC- 26'","FALEXT","","P","A","","0","FT","2.17000","1.24000"
"202-0980","3/4"" F-MOLDING - 12'","FALEXT","","P","A","","0","FT","1.79000","1.02000"
"202-0990","1"" SOFT ALUMINUM F-CLIP - 12'","FALEXT","","P","A","","0","FT","2.42000","1.29860"
"202-0995","MMG Soft Aluminum L-Retainers","FALEXT","","P","A","","0","FT","3.36000","1.92000"
"202-1000","#3011 F-MOLDING EXTRUSION - 21'-6""","FALEXT","","P","A","","0","FT","2.60000","1.49670"
"202-1010","#3012 F-MOLDING EXTRUSION - 21'-6""","FALEXT","","P","A","","0","FT","3.24000","1.84930"
"202-1020","#3634 F-MOLDING EXTRUSION - 21'-6""","FALEXT","","P","A","","0","FT","4.70000","2.68740"
"202-1030","3/8"" FOAM ROPE","FALEXT","","P","A","","0","FT","0.08750","0.05000"
"202-1040","1/2"" FOAM ROPE","FALEXT","","P","A","","0","FT","0.08750","0.05000"
"202-1050","3/4"" FOAM ROPE","FALEXT","","P","A","","0","FT","0.13000","0.07170"
"202-1060","1-1/2"" FOAM ROPE","FALEXT","","P","A","","0","FT","0.29000","0.16810"
"202-1070","EXPANDABLE FOAM SPRAY","FALEXT","","P","A","","0","CAN","6.98250","3.99000"
"202-1080","1/2"" NEOPRENE GASKET TAPE - 108'/RL","FALEXT","","P","A","","0","FT","0.24000","0.12000"
"202-1090","3/4"" NEOPRENE GASKET TAPE - 108'/RL","FALEXT","","P","A","","0","FT","0.46000","0.26000"
"202-1100","1"" GASKET TAPE #4508 - 108'/RL","FALEXT","","P","A","","0","FT","0.73000","0.41580"
"202-1110","AWNING TRIM CAP - MILLIKEN 350' per box","FAWN","AWNING","P","A","","1,562","FT","1.42100","0.67720"
"202-1111","CP05 Burgundy Vinyl Insert  - MILLIKEN - 350'/Roll","FAWN","AWNING","P","I","","0","FT","0.35000","0.20000"
"202-1120","1"" X 1"" STANDARD WALL W/DBL 1"" FLANGES - 24'","FAWN","AWNING","P","A","","65","FT","1.30000","1.04980"
"202-1130","MI-6 AWNING Z CLIPS","FAWN","AWNING","P","A","","170","EA","1.66250","0.95000"
"202-1131","Awning Bracket","FAWN","AWNING","P","A","","0","EA","1.66250","0.95000"
"202-1140","MP1A 1"" X 1"" STD WALL STAPLE-IN - 24'","FAWN","AWNING","P","A","","1,045","FT","4.25705","2.43260"
"202-1150","MP1A BENT BOWS 1/4 CIRCLE","FAWN","AWNING","P","A","","0","EA","16.53000","10.55370"
"202-1155","MP2 1"" X 1"" X 1-1/2"" STD WALL","FAWN","AWNING","P","A","","0","FT","2.53750","1.45000"
"202-1160","MP2B 1"" X 1"" STD. WALL/1FLNG STPLN","FAWN","AWNING","P","A","","220","FT","1.51000","1.23600"
"202-1165","MP2A 1"" X 1"" X 1"" STD WALL","FAWN","AWNING","P","A","20","-100","FT","2.53750","1.45000"
"202-1170","GALVANIZED STAPLES","FAWN","AWNING","P","A","","2,860","EA","0.02000","0.00451"
"202-1180","8"" POLE COLLARS","FALEXT","","M","O","","0","EA","6.44000","3.68000"
"202-1181","8"" Pole Collar","FMISC","","M","A","","0","EA","3.54253","2.02430"
"202-1190","#3087 FRAME - 21'-6""","FALEXT","","P","A","","0","FT","9.91000","5.66420"
"202-1200","#3088 FRAME - 21'-6""","FALEXT","","P","A","","0","FT","12.85000","7.51860"
"202-1210","#2859 RETAINER - 21'-6""","FALEXT","","P","A","","0","FT","1.93000","1.10470"
"202-1220","#2860 F-STYLE RETAINER - 21'-6""","FALEXT","","P","A","","0","FT","1.68000","0.96000"
"202-1230","#2861 H-STYLE RETAINER - 21'-6""","FALEXT","","P","A","","0","FT","4.37000","2.49660"
