"06 NOV 2025","16:26:52","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/17 through 10/31/18",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"SC5161","12/16/17","SRVCE","2298","KRUCK PLUMBING & HEATING CO.  INC.","100.00","50.00","50.00","50.00","","RICHT","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"SC5166","12/27/17","SRVCE","3287","LAKESIDE CASINO","1031.62","540.95","490.67","47.56","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5167","12/20/17","SRVCE","2902","CENTRAL PRESBYTERIAN CHURCH","307.46","179.74","127.72","41.54","","RICHT","","","","","","DEFAULT","CENTRAL PRESBYTERIAN CHURCH","DES MOINES","IA",
"SC5168","12/20/17","SRVCE","5214","HYVEE GAS STORE","112.50","62.21","50.29","44.70","","RICHT","","","","","","DEFAULT","HYVEE GAS STORE","URBANDALE","IA",
"SC5169","12/20/17","SRVCE","3705","THE LAUNDRY PLACE DES MOINES  LLC","85.00","25.74","59.26","69.72","","RICHT","","","","","","DEFAULT","THE LAUNDRY PLACE","DES MOINES","IA",
"SC5170","01/05/18","SRVCE","2746","CITY OF AMES POWER PLANT","343.75","217.31","126.44","36.78","","RICHT","","","","","","DEFAULT","CITY OF AMES POWER PLANT","AMES","IA",
"SC5171","01/20/18","SRVCE","2460","DOWNING INC.","401.05","218.78","182.27","45.45","","RICHT","","","","","","4","LAKESHORE FAMILY DENTISTRY","PANORA","IA",
"SC5172","12/20/17","SRVCE","4060","IMAGE ONE INDUSTRIES  INC","93.75","64.35","29.40","31.36","","RICHT","","","","","","5","PIER 1 IMPORTS- IMAGE ONE INDUSTRIES","WEST DES MOINES","IA",
"SC5173","12/30/17","SRVCE","5215","FINANCIAL PLUS CREDIT UNION","381.25","205.53","175.72","46.09","","RICHT","","","","","","DEFAULT","FINANCIAL PLUS CREDIT UNION","DES MOINES","IA",
"SC5174","01/04/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","115.50","48.98","66.52","57.59","","RICHT","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"SC5175","01/11/18","SRVCE","5043","AMERICA'S BEST VALUE INN","112.50","77.22","35.28","31.36","","RICHT","","","","","","DEFAULT","AMERICA´S BEST VALUE INN","NEWTON","IA",
"SC5176","02/02/18","SRVCE","3047","IDENTITI RESOURCES LIMITED","80.00","51.48","28.52","35.65","","RICHT","","","","","","5","VERIZON/ IDENTITI RESOURCES","DES MOINES","IA",
"SC5178","12/30/17","SRVCE","3079","TAX DOCTOR","430.95","227.35","203.60","47.24","13.00","RICHT","","","","","","DEFAULT","TAX DOCTOR","DES MOINES","IA",
"SC5179","12/29/17","SRVCE","105000","STOVER MEMORIAL","126.05","64.93","61.12","48.49","5.00","RICHT","","","","","","DEFAULT","STOVER MEMORIAL","Des Moines","IA",
"SC5180","12/30/17","SRVCE","2840","HILTON DISPLAYS  INC.","148.75","72.59","76.16","51.20","","RICHT","","","","","","7","STARBUCKS #21750- HILTON DISPLAYS","ALTOONA","IA",
"SC5188","01/08/18","SRVCE","5122","BREIHOLZ CONSTRUCTION CO","0.00","77.22","-77.22","","","RICHT","","","","","","1","QUICK TRIP #535","DES MOINES","IA",
"SC5198","03/05/18","SRVCE","4889","HUBBELL DEVELOPMENT SERVICES","0.00","194.48","-194.48","","","RICHT","","","","","","1","CADENCE--HUBBELL","JOHNSTON","IA",
"SC5250","06/30/18","SRVCE","2849","VIOX SERVICES","546.18","316.06","230.12","42.13","8.00","RICHT","","","","","","25","US BANK 3688 - VIOX","HUMBOLDT","IA",
"SC5269","06/01/18","SRVCE","4321","G6 HOSPITALITY  LLC","3107.62","1671.22","1436.40","46.22","34.00","RICHT","","","","","","2","MOTEL 6","ALTOONA","IA",
"SC5295","04/10/18","SRVCE","4989","HY VEE","0.00","0.00","0.00","","","RICHT","","","","","","DEFAULT","HY VEE","URBANDALE","IA",
"SC5302","05/17/18","SRVCE","18600","CAT SCALE","259.18","207.34","51.84","20.00","","RICHT","","","","","","633","CAT #1981","LAMAR","CO",
"SC5304","05/17/18","SRVCE","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","168.75","93.35","75.40","44.68","","RICHT","","","","","","2","MOTEL 6 #30","DES MOINES","IA",
"SC5320","05/21/18","SRVCE","4230","PATTISON SIGN GROUP","1111.82","613.65","498.17","44.81","","RICHT","","","","","","4","MOTOR INN TOYOTA - PATTISON SIGN GROUP","CARROLL","IA",
"SC5328","05/14/18","SRVCE","4075","BRIXMOR PROPERTY GROUP","1262.87","732.89","529.98","41.97","5.00","RICHT","","","","","","5","HAYMARKET MALL -BRIXMOR PROPERTIES","DES MOINES","IA",
"SC5331","05/17/18","SRVCE","47100","FUDDRUCKERS","343.75","184.79","158.96","46.24","","RICHT","","","","","","DEFAULT","FUDDRUCKERS","West Des Moines","IA",
"SC5335","05/17/18","SRVCE","4793","PRAIRIE LIFE FITNESS CENTER","500.00","245.18","254.82","50.96","","RICHT","","","","","","DEFAULT","PRAIRIE LIFE FITNESS CENTER","WEST DES MOINES","IA",
"SC5337","05/31/18","SRVCE","3287","LAKESIDE CASINO","1271.79","804.84","466.95","36.72","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5338","08/17/18","SRVCE","4321","G6 HOSPITALITY  LLC","1072.15","630.11","442.04","41.23","","RICHT","","","","","","1","MOTEL 6 - G6 HOSPITALITY","WEST DES MOINES","IA",
"SC5340","05/31/18","SRVCE","3459","FREEDOM8","187.50","288.70","-101.20","-53.97","","RICHT","","","","","","2","JIMMY JOHN´S/FREEDOM8","FORT DODGE","IA",
"SC5341","05/14/18","SRVCE","3939","THE GRAND","400.30","213.49","186.81","46.67","","RICHT","","","","","","DEFAULT","THE GRAND","PERRY","IA",
"SC5343","05/10/18","SRVCE","4989","HY VEE","213.71","115.39","98.32","46.01","","RICHT","","","","","","DEFAULT","HY VEE","URBANDALE","IA",
"SC5344","05/15/18","SRVCE","5230","LOS TRES AMIGOS MEXICAN RESTAURANT","350.38","203.15","147.23","42.02","","RICHT","","","","","","DEFAULT","LOS TRES AMIGOS MEXICAN RESTRANT","WAUKEE","IA",
"SC5345","05/18/18","SRVCE","4668","MISS KITTY'S","0.00","0.00","0.00","","","RICHT","","","","","","DEFAULT","MISS KITTY´S","CLIVE","IA",
"SC5347","05/31/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","93.75","51.85","41.90","44.69","","RICHT","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"SC5351","05/31/18","SRVCE","5304","EIDBO PROPERTIES","0.00","82.94","-82.94","","","RICHT","","","","","","DEFAULT","EIDBO PROPERTIES","DES MOINES","IA",
"SC5353","05/29/18","SRVCE","5195","COMMUNITY INSURANCE AGENCY","112.50","128.70","-16.20","-14.40","","RICHT","","","","","","DEFAULT","COMMUNITY INSURANCE AGENCY","COON RAPIDS","IA",
"SC5354","05/25/18","SRVCE","4129","A-D DISTRIBUTING CO.","247.50","115.83","131.67","53.20","","RICHT","","","","","","53","ANGLO INTERNATIONAL- AD DISTRIBUTIION","CLIVE","IA",
"SC5355","05/25/18","SRVCE","4129","A-D DISTRIBUTING CO.","165.00","77.22","87.78","53.20","","RICHT","","","","","","DEFAULT","A-D DISTRIBUTION","DES MOINES","IA",
"SC5357","05/29/18","SRVCE","4547","DANA GREFE","25.00","37.39","-12.39","-49.56","","RICHT","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"SC5358","05/24/18","SRVCE","8750","BALDUCHI LAW OFFICES","180.69","88.79","91.90","50.86","4.00","RICHT","","","","","","DEFAULT","BALDUCHI LAW OFFICES","Des Moines","IA",
"SC5359","05/24/18","SRVCE","5308","SUPER 8","451.99","270.09","181.90","40.24","4.00","RICHT","","","","","","DEFAULT","SUPER 8","PERRY","IA",
"SC5361","05/31/18","SRVCE","5156","ARCHITECTURAL GRAPHIC INC.","127.50","77.22","50.28","39.44","","RICHT","","","","","","2","WALLMART - AGI","WEST DES MOINES","IA",
"SC5363","06/07/18","SRVCE","2607","WOODWARD YOUTH CORPORATION","93.75","64.35","29.40","31.36","","RICHT","","","","","","DEFAULT","WOODWARD ACADEMY","WOODWARD","IA",
"SC5364","05/31/18","SRVCE","1500","ACCOR NORTH AMERICAN/ G6 HOSPITALITY LLC","212.50","103.68","108.82","51.21","","RICHT","","","","","","2","MOTEL 6 #30","DES MOINES","IA",
"SC5365","05/25/18","SRVCE","4129","A-D DISTRIBUTING CO.","165.00","77.22","87.78","53.20","","RICHT","","","","","","52","IOWA SOYBEAN ASSOC.- A-D DISTRIBUTION","ANKENY","IA",
"SC5366","06/01/18","SRVCE","5309","XPO LOGISTICS","552.50","304.62","247.88","44.87","","RICHT","","","","","","DEFAULT","XPO LOGISTICS","DES MOINES","IA",
"SC5367","05/30/18","SRVCE","18600","CAT SCALE","678.08","338.37","339.71","50.10","8.00","RICHT","","","","","","18","CAT SCALE","STUART","IA",
"SC5368","05/31/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","106.25","51.85","54.40","51.20","","RICHT","","","","","","14","GAP STORE","WEST DES MOINES","IA",
"SC5369","05/31/18","SRVCE","4958","PRIDE SIGNS","337.50","219.16","118.34","35.06","","RICHT","","","","","","2","PLANET FITNESS- PRIDE SIGNS","ANKENY","IA",
"SC5370","06/04/18","SRVCE","27050","CHRIST THE KING LUTHERAN CHURC","75.00","38.61","36.39","48.52","","RICHT","","","","","","DEFAULT","CHRIST THE KING LUTHERAN CHURC","Altoona","IA",
"SC5372","05/30/18","SRVCE","4129","A-D DISTRIBUTING CO.","110.00","51.48","58.52","53.20","","RICHT","","","","","","54","FEDERAL COURT HOUSE -A-D DISTRIBUTING CO.","DES MOINES","IA",
"SC5373","06/18/18","SRVCE","2832","MULLET'S","625.00","345.32","279.68","44.75","","RICHT","","","","","","DEFAULT","MULLET´S","DES MOINES","IA",
"SC5376","06/07/18","SRVCE","4961","HYVEE","268.75","143.32","125.43","46.67","","RICHT","","","","","","DEFAULT","HYVEE","DES MOINES","IA",
"SC5377","08/03/18","SRVCE","3753","PLAYERS SPORTS BAR & GRILL","514.53","306.82","207.71","40.37","3.00","RICHT","","","","","","DEFAULT","PLAYERS SPORTS BAR & GRILL","DES MOINES","IA",
"SC5378","06/29/18","SRVCE","5316","INTERPOWER CORPORATION","352.95","188.06","164.89","46.72","","RICHT","","","","","","DEFAULT","INTERPOWER CORPORATION","AMES","IA",
"SC5378","06/29/18","SRVCE","5316","INTERPOWER CORPORATION","227.14","97.29","129.85","57.17","","RICHT","","","","","","DEFAULT","INTERPOWER CORPORATION","AMES","IA",
"SC5379","06/29/18","SRVCE","18600","CAT SCALE","393.14","314.51","78.63","20.00","","RICHT","","","","","","637","CAT #1910","SAINTE AGATHE","MB",
"SC5384","06/12/18","SRVCE","3287","LAKESIDE CASINO","743.75","449.64","294.11","39.54","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5385","06/25/18","SRVCE","5308","SUPER 8","318.63","160.70","157.93","49.57","","RICHT","","","","","","DEFAULT","SUPER 8","PERRY","IA",
"SC5386","06/28/18","SRVCE","5247","PAGLIAIS PIZZA","150.00","87.95","62.05","41.37","","RICHT","","","","","","DEFAULT","PAGLIAIS PIZZA","JOHNSTON","IA",
"SC5387","06/14/18","SRVCE","2216","US BANK CORPORATE REAL ESTATE","225.00","51.20","173.80","77.24","","RICHT","","","","","","7","US BANK- US BANK CORP. REAL ESTATE","AMES","IA",
"SC5388","06/26/18","SRVCE","5258","PATTISONID","0.00","51.48","-51.48","","","RICHT","","","","","","2","P.F. CHANG´S CHINA BISTRO- CHANDLER SIGNS","DES MOINES","IA",
"SC5391","06/18/18","SRVCE","3082","ALL CREATURES SMALL","0.00","51.48","-51.48","","","RICHT","","","","","","DEFAULT","ALL CREATURES SMALL","INDIANOLA","IA",
"SC5392","06/20/18","SRVCE","3287","LAKESIDE CASINO","783.78","516.90","266.88","34.05","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5393","06/20/18","SRVCE","8750","BALDUCHI LAW OFFICES","150.00","141.57","8.43","5.62","","RICHT","","","","","","DEFAULT","BALDUCHI LAW OFFICES","Des Moines","IA",
"SC5396","06/26/18","SRVCE","5325","WHO CHANNEL 13","0.00","62.21","-62.21","","","RICHT","","","","","","DEFAULT","WHO CHANNEL 13","DES MOINES,","IA",
"SC5397","07/16/18","SRVCE","3353","BUZZARD BILLY'S RESTAURANT","634.05","341.58","292.47","46.13","","RICHT","","","","","","DEFAULT","BUZZARD BILLY´S RESTAURANT","DES MOINES","IA",
"SC5399","06/26/18","SRVCE","5326","FAMILY VIDEO","187.50","106.07","81.43","43.43","","RICHT","","","","","","DEFAULT","FAMILY VIDEO","DES MOINES","IA",
"SC5402","06/20/18","SRVCE","5156","ARCHITECTURAL GRAPHIC INC.","170.22","72.72","97.50","57.28","","RICHT","","","","","","3","WALMART - AGI","DES MOINES","IA",
"SC5404","06/29/18","SRVCE","4530","HY-VEE","692.73","426.61","266.12","38.42","","RICHT","","","","","","DEFAULT","HY-VEE","CARROLL","IA",
"SC5405","06/26/18","SRVCE","3287","LAKESIDE CASINO","243.75","133.05","110.70","45.42","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5407","07/20/18","SRVCE","4321","G6 HOSPITALITY  LLC","536.07","283.09","252.98","47.19","10.00","RICHT","","","","","","1","MOTEL 6 - G6 HOSPITALITY","WEST DES MOINES","IA",
"SC5408","07/05/18","SRVCE","2958","EYCHANER PROPERTIES","225.00","124.41","100.59","44.71","","RICHT","","","","","","2","EYCHANER PROPERTIES","DES MOINES","IA",
"SC5409","07/05/18","SRVCE","2849","VIOX SERVICES","250.60","92.91","157.69","62.92","8.00","RICHT","","","","","","26","US BANK - VIOX SERVICES","DES MOINES,","IA",
"SC5410","07/06/18","SRVCE","4058","RESOURCE SERVICES","165.00","62.21","102.79","62.30","","RICHT","","","","","","DEFAULT","RESOURCE SERVICES","DES MOINES","IA",
"SC5411","07/13/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","90.00","113.69","-23.69","-26.32","","RICHT","","","","","","18","STARBUCKS - ATLAS SIGN","DES MOINES","IA",
"SC5411","07/13/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","315.00","154.29","160.71","51.02","","RICHT","","","","","","18","STARBUCKS - ATLAS SIGN","DES MOINES","IA",
"SC5412","07/17/18","SRVCE","3807","SHOTGUN BETTY'S COUNTRY ROCK BAR","570.24","303.36","266.88","46.80","2.00","RICHT","","","","","","DEFAULT","SHOTGUN BETTY´S COUNTRY ROCK BAR","WEST DES MOINES","IA",
"SC5414","07/18/18","SRVCE","3396","IOWA EVENTS CENTER","1648.13","1146.34","501.79","30.45","","RICHT","","","","","","1","WELLS FARGO ARENA","DES MOINES","IA",
"SC5415","07/05/18","SRVCE","4063","HOBBY LOBBY #258","365.08","194.45","170.63","46.74","","RICHT","","","","","","DEFAULT","HOBBY LOBBY #258","DES MOINES","IA",
"SC5416","07/10/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","246.63","136.44","110.19","44.68","","RICHT","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"SC5417","07/23/18","SRVCE","4053","STORAGE MART","0.00","77.22","-77.22","","","RICHT","","","","","","43","STORAGE MART","CLIVE","IA",
"SC5418","07/12/18","SRVCE","2840","HILTON DISPLAYS  INC.","307.78","171.28","136.50","44.35","","RICHT","","","","","","4","STARBUCKS","WEST DES MOINES","IA",
"SC5419","07/13/18","SRVCE","4757","ECONO LODGE - BOB DOUGLAS","291.15","173.57","117.58","40.38","","RICHT","","","","","","DEFAULT","ECONO LODGE","URBANDALE","IA",
"SC5422","07/13/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","98.86","59.40","39.46","39.92","","RICHT","","","","","","14","GAP STORE","WEST DES MOINES","IA",
"SC5423","07/12/18","SRVCE","5046","MUELLER'S RECREATION","112.50","99.22","13.28","11.80","","RICHT","","","","","","DEFAULT","MUELLER´S RECREATION","CLIVE","IA",
"SC5426","07/12/18","SRVCE","4059","TEXAS ROAD HOUSE GRILL","380.66","198.36","182.30","47.89","","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC5428","07/24/18","SRVCE","4677","FLOWERAMA","75.56","51.80","23.76","31.45","","RICHT","","","","","","DEFAULT","FLOWERAMA","WINDSOR HEIGHTS","IA",
"SC5429","07/23/18","SRVCE","3205","STRATUS","168.75","92.04","76.71","45.46","","RICHT","","","","","","7","BANK OF THE WEST - MC SIGN CO.","INDIANOLA","IA",
"SC5434","08/09/18","SRVCE","70700","MARRIOTT","1230.75","692.77","537.98","43.71","","RICHT","","","","","","DEFAULT","MARRIOTT","Des Moines","IA",
"SC5436","07/30/18","SRVCE","4413","STIVERS FORD LINCOLN","0.00","51.48","-51.48","","","RICHT","","","","","","DEFAULT","STIVERS FORD LINCOLN","WAUKEE","IA",
"SC5437","08/21/18","SRVCE","5207","IMMANUEL LUTHERAN CHURCH","0.00","143.65","-143.65","","","RICHT","","","","","","DEFAULT","IMMANUEL LUTHERAN CHURCH","GREENFIELD","IA",
"SC5438","07/27/18","SRVCE","2840","HILTON DISPLAYS  INC.","276.25","167.31","108.94","39.44","","RICHT","","","","","","21","WELLS FARGO- HILTON DISPLAYS","DES MOINES","IA",
"SC5439","07/30/18","SRVCE","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","250.00","36.47","213.53","85.41","","RICHT","","","","","","14","WELLS FARGO- SIGNTECH","ANKENY","IA",
"SC5440","08/02/18","SRVCE","3353","BUZZARD BILLY'S RESTAURANT","368.80","161.25","207.55","56.28","","RICHT","","","","","","DEFAULT","BUZZARD BILLY´S RESTAURANT","DES MOINES","IA",
"SC5441","08/03/18","SRVCE","5214","HYVEE GAS STORE","594.02","277.14","316.88","53.35","9.00","RICHT","","","","","","DEFAULT","HYVEE GAS STORE","URBANDALE","IA",
"SC5442","08/21/18","SRVCE","5314","CICI'S PIZZA","522.63","278.63","244.00","46.69","14.00","RICHT","","","","","","DEFAULT","CICI´S PIZZA","DES MOINES","IA",
"SC5443","08/07/18","SRVCE","4053","STORAGE MART","0.00","196.05","-196.05","","","RICHT","","","","","","43","STORAGE MART","CLIVE","IA",
"SC5444","07/31/18","SRVCE","2537","ICON IDENTITY SOLUTIONS","106.25","64.35","41.90","39.44","","RICHT","","","","","","24","CVS TARGET-ICON","W DSM","IA",
"SC5445","08/13/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","583.32","303.58","279.74","47.96","","RICHT","","","","","","1","OLD NAVY #5372","DES MOINES","IA",
"SC5446","08/17/18","SRVCE","3878","BRAVO ITALIAN CUCINA","943.62","563.16","380.46","40.32","","RICHT","","","","","","DEFAULT","BRAVO ITALIAN CUCINA","WEST DES MOINES","IA",
"SC5449","08/24/18","SRVCE","3274","ID ASSOCIATES  INC.","255.00","180.18","74.82","29.34","","RICHT","","","","","","6","OLIVE GARDEN-ID ASSOCIATES","W DSM","IA",
"SC5450","08/06/18","SRVCE","2537","ICON IDENTITY SOLUTIONS","250.00","218.79","31.21","12.48","","RICHT","","","","","","25","VERIZON - ICON","DSM","IA",
"SC5451","08/20/18","SRVCE","5344","LOW COST SPAY CLINIC","0.00","62.21","-62.21","","","RICHT","","","","","","DEFAULT","LOW COST SPAY CLINIC","DSM","IA",
"SC5454","08/13/18","SRVCE","3287","LAKESIDE CASINO","1502.38","968.20","534.18","35.56","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5459","09/24/18","SRVCE","2535","ATLAS SIGN INDUSTRIES","225.00","41.47","183.53","81.57","","RICHT","","","","","","35","PETCO - ATLAS SIGN","DES MOINES","IA",
"SC5461","08/13/18","SRVCE","5156","ARCHITECTURAL GRAPHIC INC.","164.05","99.22","64.83","39.52","","RICHT","","","","","","4","FED-EX OFFICE #0468 - AGI","CLIVE","IA",
"SC5462","08/23/18","SRVCE","4437","THE GALLERY","168.75","115.83","52.92","31.36","","RICHT","","","","","","DEFAULT","LOVERS PLAYGROUND","DES MOINES","IA",
"SC5465","08/23/18","SRVCE","4493","FREEDOM FINANCIAL BANK","112.50","77.22","35.28","31.36","","RICHT","","","","","","DEFAULT","FREEDOM FINANCIAL BANK","DES MOINES","IA",
"SC5466","09/18/18","SRVCE","3671","TRIANGLE SIGN AND SERVICE","383.16","247.50","135.66","35.41","","RICHT","","","","","","7","SUNGLASS HUT #5034","WEST DES MOINES","IA",
"SC5470","08/22/18","SRVCE","5354","THE TAVERN","86.76","52.38","34.38","39.63","","RICHT","","","","","","DEFAULT","THE TAVERN","DES MOINES","IA",
"SC5471","08/31/18","SRVCE","2546","COLITE INTERNATIONAL","374.53","72.59","301.94","80.62","","RICHT","","","","","","5","AGILENT TECHNOLOGY-COLITE","ANKENY","IA",
"SC5472","09/05/18","SRVCE","5340","WYCKOFF HEATING & COOLING","443.75","382.01","61.74","13.91","","RICHT","","","","","","DEFAULT","WYCKOFF HEATING & COOLING","CARLISLE","IA",
"SC5475","08/23/18","SRVCE","5357","FAMILY VIDEO","236.44","170.66","65.78","27.82","","RICHT","","","","","","DEFAULT","FAMILY VIDEO","INDIANOLA","IA",
"SC5476","08/30/18","SRVCE","5358","ALTOONA CHRISTIAN CHURCH","463.75","257.85","205.90","44.40","10.00","RICHT","","","","","","DEFAULT","ALTOONA CHRISTIAN CHURCH","ALTOONA","IA",
"SC5479","09/28/18","SRVCE","3287","LAKESIDE CASINO","496.55","330.88","165.67","33.36","","RICHT","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"SC5480","09/12/18","SRVCE","4059","TEXAS ROAD HOUSE GRILL","239.89","141.11","98.78","41.18","","RICHT","","","","","","DEFAULT","TEXAS ROAD HOUSE GRILL","JOHNSTON","IA",
"SC5484","09/24/18","SRVCE","4096","SHORT & COMPANY  CPA  PLC","330.36","194.42","135.94","41.15","4.00","RICHT","","","","","","DEFAULT","SHORT & COMPANY, CPA, PLC","WAUKEE","IA",
"SC5486","09/19/18","SRVCE","4906","INDIANOLA REGULAR BAPTIST CHURCH","467.47","279.17","188.30","40.28","","RICHT","","","","","","DEFAULT","INDIANOLA REGULAR BAPTIST CHURCH","INDIANOLA","IA",
"SC5487","09/19/18","SRVCE","4793","PRAIRIE LIFE FITNESS CENTER","500.00","273.43","226.57","45.31","","RICHT","","","","","","DEFAULT","PRAIRIE LIFE FITNESS CENTER","WEST DES MOINES","IA",
"SC5488","10/02/18","SRVCE","4530","HY-VEE","655.89","377.61","278.28","42.43","10.00","RICHT","","","","","","DEFAULT","HY-VEE","CARROLL","IA",
"SC5489","10/24/18","SRVCE","3356","PERKINS ZONE OFFICE","1353.13","1012.29","340.84","25.19","","RICHT","","","","","","1","PERKINS","NEWTON","IA",
"SC5491","09/07/18","SRVCE","5366","MIDWEST MATTRESS","507.80","254.63","253.17","49.86","","RICHT","","","","","","DEFAULT","MIDWEST MATTRESS","URBANDALE","IA",
"SC5494","09/12/18","SRVCE","5258","PATTISONID","140.59","92.33","48.26","34.33","","RICHT","","","","","","2","P.F. CHANG´S CHINA BISTRO- CHANDLER SIGNS","DES MOINES","IA",
"SC5495","09/27/18","SRVCE","3042","ANKENY DINER","767.78","474.07","293.71","38.25","","RICHT","","","","","","DEFAULT","ANKENY DINER","ANKENY","IA",
